,S,E,Ia,Is,R,Ihsub,Ihcrit,D,Htot,Dperday,NCperday,Hcumulative
2020-07-05,9988638.943033472,33643.950110005564,34135.05839459792,13964.860971166096,588695.1034129795,1815.8138006002432,1149.266809477211,4065.003467703752,2965.0806100774553,57.66284113006361,8709.218473904039,23897.86756444001
2020-07-06,9979929.724559564,33931.90370030563,34389.79184130121,14068.397369393078,596675.5979362119,1831.1383972178892,1158.7798871708342,4122.6663088338155,2989.9182843887224,58.144145068842384,8765.79862929364,24220.255872184443
2020-07-07,9971163.925930277,34201.53234871805,34656.66020274743,14176.899423851271,604713.6406971461,1846.3200046500815,1168.210938712399,4180.81045390266,3014.53094336248,58.63197096576943,8820.157679718479,24544.93176124959
2020-07-08,9962343.76825055,34447.97626146937,34938.818262464265,14291.648315684324,612807.5301905362,1861.2958003891627,1177.5204940346987,4239.44242486843,3038.8162944238625,59.11985124083608,8875.259414150616,24871.82572009187
2020-07-09,9953468.508836403,34673.59746833722,35234.48167833236,14411.917666873389,620958.1202869413,1876.088957369329,1186.7228296340613,4298.562276109264,3062.8117870033907,59.60131831403442,8934.06762156288,25200.97435905879
2020-07-10,9944534.44121484,34887.97982265036,35536.92698258555,14534.973540237117,629168.8202327262,1890.80864396662,1195.8859685703485,4358.163594423297,3086.6946125369673,60.06990460535375,8999.546090926997,25532.520410388952
2020-07-11,9935534.895123914,35107.92900128861,35834.49158181065,14656.074439431675,637445.5946500613,1905.650023998928,1205.131680466954,4418.233499028652,3110.781704465882,60.51914253478962,9074.658611215842,25866.712728212002
2020-07-12,9926460.236512698,35357.472504682926,36110.5737569476,14768.471308950733,645796.9635369211,1920.894256725996,1214.635481510808,4478.752641563442,3135.5297382368035,60.961914671938715,9152.949111300191,26203.90628854873
2020-07-13,9917307.287401397,35645.19390132027,36359.06566036937,14869.669133994546,654225.9676071282,1936.6415004627072,1224.4602390924256,4539.71455623538,3161.1017395551316,61.433984918684686,9217.444803694423,26544.229676197985
2020-07-14,9908089.842597704,35938.65197124149,36601.97140347127,14968.611797918982,662720.9122928893,1952.5003376061775,1234.3610580158627,4601.148541154063,3186.861395622041,61.92506697780807,9273.22502744019,26887.198040219613
2020-07-15,9898816.61757026,36217.599091983786,36853.05704061794,15070.912249400188,671274.3401618882,1968.2200406448899,1244.1802370706853,4663.073608131872,3212.400277715576,62.42667646715486,9324.076376438199,27232.50062020424
2020-07-16,9889492.541193826,36471.05306156272,37119.712091426234,15179.583241692828,679882.1172535983,1983.6622263108638,1253.8306469856973,4725.500284599026,3237.4928732965614,62.93037551508347,9373.762108189341,27579.96560228848
2020-07-17,9880118.779085636,36697.24125302472,37402.987343817316,15295.05262939209,688543.4134913868,1998.800208023014,1263.2953286070485,4788.430660114112,3262.0955366300627,63.42772624995125,9426.045480194323,27929.559312969493
2020-07-18,9870692.73360544,36903.60061444725,37697.59485401679,15415.16336843368,697260.702682512,2013.7189958871475,1272.627492898235,4851.8583863640615,3286.3464887853834,63.91029080011603,9484.689749954056,28281.386219104912
2020-07-19,9861208.043855488,37106.777668938616,37991.907946554704,15535.17351609382,706039.7625181263,2028.6152966959664,1281.9505209400995,4915.768677164179,3310.565817636066,64.3696312939407,9553.45817497,28635.688927912863
2020-07-20,9851654.585680516,37332.62851463808,38267.96121426543,15647.756230989255,714889.6745732725,2043.797513929065,1291.457963930832,4980.138308458121,3335.255477859897,64.812082808805,9629.246784239202,28992.848186972016
2020-07-21,9842025.338896278,37599.56726259422,38512.88026210214,15747.657422316484,723816.8332730918,2059.484949007825,1301.2875433429833,5044.950391266923,3360.772492350808,65.28400546950897,9690.607080490272,29353.13274658649
2020-07-22,9832334.731815787,37873.94294350973,38749.61590136038,15844.232902423799,732808.7962462351,2075.2654873239103,1311.1803066235507,5110.234396736434,3386.4457939474605,65.77281834972689,9743.434854327656,29716.023682041407
2020-07-23,9822591.29696146,38136.36832758005,38991.39676570788,15942.884876809092,741858.1663770364,2090.896295992594,1320.9831803285253,5176.007215086162,3411.879476321119,66.26988858937243,9791.519486172438,30081.21182982561
2020-07-24,9812799.77747529,38376.75643467113,39245.029464904044,16046.393296567061,750960.9031878355,2106.248322733334,1330.6147143265355,5242.277103675532,3436.8630370598707,66.76770168598937,9838.124225150015,30448.52874783701
2020-07-25,9802961.65325014,38593.04812779911,39511.76949283313,16155.270445255775,760115.8672958511,2121.2910527610375,1340.0555300011251,5309.044805361523,3461.346582762163,67.25874313712507,9886.512320385797,30817.927729241586
