FIP,County,_0to9,_10to19,_20to29,_30to39,_40to49,_50to59,_60to69,_70to79,_80up,POPSIZE
13215,"Muscogee County, Georgia",0.140006789313418,0.1304308174029356,0.15400594824921848,0.14222598280378376,0.11377673292158345,0.1162087257877377,0.09848051112383403,0.056776900121092974,0.04808759227639599,197369.0
13217,"Newton County, Georgia",0.13124453222940735,0.1555778024297194,0.12959405467319646,0.12154910396204804,0.1374225493113991,0.13232681259413584,0.09650333252162306,0.05850627271661391,0.037275539561856835,110877.0
13219,"Oconee County, Georgia",0.127357544141252,0.16151685393258428,0.09312299357945424,0.11371388443017655,0.1464185393258427,0.13252407704654895,0.1119081059390048,0.0675411316211878,0.04589686998394864,39872.0
13221,"Oglethorpe County, Georgia",0.10825078206465068,0.11750521376433785,0.11685349322210635,0.11685349322210635,0.12311001042752867,0.144225755995829,0.12636861313868614,0.08706986444212722,0.05976277372262774,15344.0
13223,"Paulding County, Georgia",0.13241749603956804,0.15135501191152814,0.12843287823636826,0.13580956066414324,0.15224384167946498,0.1362086270905639,0.08829647007606448,0.048583314186206816,0.02665280011609205,165386.0
13225,"Peach County, Georgia",0.11242689002816088,0.1440898259802152,0.15419885912340242,0.11296844537511735,0.1053505668279298,0.13477507401256408,0.11755361397934867,0.0713047873492671,0.04733193732399451,27698.0
13227,"Pickens County, Georgia",0.10157042318448632,0.11690586680598665,0.10753249946218384,0.1043363348597068,0.11878054027474726,0.14376594240757246,0.14868311871907558,0.10221580257537108,0.05620947171087003,32539.0
13229,"Pierce County, Georgia",0.12892906108769614,0.13735845224191334,0.11562484131417256,0.11836693241253238,0.12918295841161834,0.12882750215812724,0.11242573503275276,0.08068856954247702,0.0485959477987102,19693.0
13231,"Pike County, Georgia",0.11150470550914666,0.14349159352860316,0.11340805752352755,0.11626308554509887,0.14095379084276194,0.14222269218568254,0.11028867505551444,0.07433647033943111,0.047530929470233685,18914.0
13233,"Polk County, Georgia",0.1338002040627029,0.13927279473147205,0.12726092199239405,0.12893052592523885,0.11715054262127818,0.1277942676931639,0.10648362860588073,0.07151470179018644,0.04779241257768296,43124.0
13235,"Pulaski County, Georgia",0.08836758091542464,0.1076814533909516,0.11570685245612487,0.11535408766205132,0.12602522268277627,0.13466796013757826,0.13396243054943116,0.10089073110503573,0.07734368110062616,11339.0
